,index,brand_name,model_name,price,rating,generation,number_of_cores,number_of_threads,RAM (in GB),Data_rate,hardware_type,SSD (in GB),Graphic_cards,resolution (in Pixels),touch_screen,display (in inches),OS,warranty
138,138,Asus,Asus TUF Gaming F17 2023 FX707VV-HX067WS Gaming Laptop ,164990,82.0,13th,14,20,16,DDR4,Intel Core i9 13900H,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,17.3,Windows 11,1 Year Warranty
139,139,Dell,Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop ,122182,66.0,13th,10,12,8,LPDDR5,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1200 ,Yes,16,Windows 11,1 Year Warranty
140,140,Dell,Dell Inspiron 7630 IC7630JV8RT001ORS1 2 in 1 Laptop ,139888,82.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,512.0,2 GB NVIDIA GeForce MX450, 3840 x 2400 ,Yes,16,Windows 11,1 Year Warranty
141,141,MSI,MSI Creator Z17 HX Studio A13V Laptop,247999,,13th,14,20,32,DDR5,Intel Core i9 13900H,1024.0,8 GB NVIDIA GeForce RTX 4070, 2560 x 1600 ,No,17,Windows 11,3 Year Warranty
142,142,Asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop ,133990,75.0,13th,14,20,16,DDR4,Intel Core i7 13700H,1024.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
143,143,Dell,Dell Vostro 3510 D585049WIN8 Laptop ,43990,60.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,1024.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11 ,
144,144,Asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop ,56990,63.0,7th,6,12,8,DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
145,145,Asus,Asus ROG Strix G18 2023 G814JV-N5063WS Gaming Laptop ,169990,77.0,13th,14,,16,DDR5,Intel Core i7 13650HX,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1200 ,No,18,Windows 11,1 Year Warranty
146,146,HP,HP Pavilion 15s-fq5190TU Laptop ,70990,64.0,12th,10,12,16,DDR4,Intel 1255U 1255U,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
147,147,Asus,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop ,154990,82.0,13th,14,20,16,DDR4,Intel Core i9 13900H,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
148,148,Asus,Asus ROG Strix G17 2023 G713PU-LL060WS Gaming Laptop ,165990,85.0,7th,12,24,16,DDR5,AMD Ryzen 9 7845HX,1024.0,6 GB NVIDIA GeForce RTX 4050, 2560 x 1440 ,No,17.3,Windows 11,1 Year Warranty
149,149,Asus,Asus ROG Zephyrus G16 2023 GU603VU-N4051WS Laptop ,169990,82.0,13th,14,20,16,DDR4,Intel Core i9 13900H,1024.0,6 GB NVIDIA GeForce RTX 4050, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
150,150,Asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop ,74990,72.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
151,151,Asus,Asus Vivobook 15 X1502ZA-EJ542WS Laptop ,59900,62.0,12th,12,16,8,DDR4,Intel Core i5 12500H,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
152,152,Lenovo,Lenovo V14 G3 82TSA01KIH Laptop ,36990,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,DOS,1 Year Warranty
153,153,Acer,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop ,62990,67.0,12th,8,12,8,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
154,154,Microsoft,Microsoft Surface Pro X ‎MB8-00001 Laptop ,89990,,,,,16,LPDDR4X,,256.0,,,No,,Linux,
155,155,Asus,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop ,64990,70.0,11th,6,12,8,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 2050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
156,156,Asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop ,99990,70.0,13th,12,16,16,DDR4,Intel Core i5 13500H,512.0,4 GB NVIDIA Geforce RTX 3050, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
157,157,Asus,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop ,89990,67.0,13th,12,16,16,DDR4,Intel Core i5 13500H,512.0,4 GB NVIDIA Geforce RTX 3050 , 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
158,158,MSI,MSI GF63 Thin 11SC-1298IN Gaming Laptop ,62990,71.0,11th,8,16,16,DDR4,Intel Core i7 11800H,1024.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,
159,159,HP,HP Pavilion 15-eh2050AU Laptop ,58990,62.0,5th,6,12,8,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
160,160,Asus,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop ,66990,72.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 2050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
161,161,HP,HP 15-fc0030AU Laptop ,51999,,7th,4,8,16,LPDDR5,AMD Ryzen 5 7520U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
162,162,HP,HP 15-fd0018TU Laptop ,46990,,13th,6,8,8,DDR4,Intel Core i3 1315U,512.0,Intel Integrated Integrated, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
163,163,HP,HP 15-fd0006TU Laptop ,47499,,13th,6,8,8,DDR4,Intel Core i3 1315U,512.0,Intel Integrated Integrated, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
164,164,HP,HP 15-eg3026TU Laptop ,74999,64.0,13th,12,16,16,DDR4,Intel Core i5 1340P,512.0,Intel Integrated Integrated, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
165,165,Acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop ,109990,70.0,13th,14,20,16,DDR5,Intel Core i5 13500HX,512.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
166,166,Realme,Realme Book Prime CloudPro002 Laptop ,45990,62.0,11th,4,8,8,LPDDR4X,Intel Core i5 11320H,512.0,Intel Iris Xe Graphics, 2160 x 1440 ,No,14,Windows 11,1 Year Warranty
167,167,HP,HP 250 G8 7M6L7PA Laptop ,34490,,11th,2,4,8,DDR4,Intel Core i3 1115G4,1024.0,Intel Integrated, 1366 x 768 ,No,15.6,Windows 11,
168,168,Asus,Asus Vivobook 14X OLED 2023 K3405VFB-KM541WS Laptop ,89990,70.0,13th,12,16,16,DDR4,Intel Core i5 13500H,512.0,4 GB NVIDIA GeForce RTX 2050, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
169,169,Asus,Asus Vivobook 15 M1502QA-EJ742WS Laptop ,57990,,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows,1 Year Warranty
170,170,MSI,MSI Katana 15 B12UDXK-1018IN Gaming Laptop ,96990,77.0,12th,10,16,16,DDR5,Intel Core i7 12650H,1024.0,6 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
171,171,MSI,MSI Katana 15 B12UDXK-1019IN Gaming Laptop ,86990,75.0,12th,8,12,16,DDR5,Intel Core i5 12450H,1024.0,6 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
172,172,MSI,MSI Katana 15 B12UDXK-1017IN Gaming Laptop ,88990,75.0,12th,10,16,8,DDR5,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
173,173,HP,HP 15s-fq3071TU Laptop ,30490,,,2,2,8,DDR4,,512.0,Intel Integrated UHD Graphics, 1366 x 768 ,No,15,Windows 11 ,1 Year Warranty
174,174,Acer,Acer Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop ,64990,65.0,12th,8,12,8,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
175,175,HP,HP Victus 15-fb0136AX Gaming Laptop ,64990,66.0,5th,6,12,16,DDR4,AMD Ryzen 5 5600H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
176,176,Asus,Asus Vivobook S15 OLED 2023 K5504VA-LK542WS Laptop ,85990,60.0,13th,12,16,16,LPDDR5,‎Intel Core i5 13500H,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
177,177,Asus,Asus Vivobook 16 2023 X1605VAB-MB322WS Laptop ,47990,,13th,6,8,8,DDR4,Intel Core i3 1315U,512.0,Intel Integrated UHD, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
178,178,Asus,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop ,86750,65.0,13th,12,16,16,LPDDR5,Intel Core i5 13500H,512.0,Intel Integrated Iris Xe, 2880 x 1620 ,No,15.6,Windows 11,1 Year Warranty
179,179,HP,HP 255 G9 7B1L8PA Laptop ,42490,64.0,5th,6,12,8,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1366 x 768 ,No,15.6,Windows 11,1 Year Warranty
180,180,Infinix,Infinix INBook Y1 Plus Neo XL30 2023 Laptop ,23990,,11th,4,4,8,LPDDR4X,Intel Celeron N5100,256.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
181,181,Acer,Acer One 14 Business Z2-493 Laptop ,28990,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,512.0,AMD Radeon Graphics, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
182,182,HP,HP Spectre x360 2023 13.5-ef2033TU Laptop ,137990,72.0,13th,10,12,16,LPDDR4X,Intel Core i7 1355U,1024.0,Intel Iris Xe Graphics, 3000 x 2000 ,Yes,13.5,Windows 11,1 Year Warranty
183,183,Acer,Acer Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop ,121999,77.0,12th,10,16,16,DDR4,Intel Core i7 12650H,1024.0,8 GB NVIDIA GeForce RTX 3070 Ti, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
184,184,Huawei,Huawei MateBook D14 2023 Laptop ,58999,65.0,13th,12,16,16,LPDDR4X,Intel Core i5 1340P,512.0,Intel Iris Xe Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
185,185,‎Lenovo,‎Lenovo V15 G2 IJL 82QYA00HIN Laptop ,21990,,4th,2,2,8,DDR4,Intel Celeron  N4020,256.0,Intel Integrated Integrated, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
186,186,Apple,Apple MacBook Air 15 2023 Laptop ,109990,,,8,,8,DDR4,,256.0,8-Core GPU, 2560 x 1664 ,No,15.6,Mac,1 Year Warranty
187,187,Lenovo,Lenovo E41-55 Laptop ,20699,,3rd,2,2,8,DDR4,AMD Athlon Silver 3050U,256.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
188,188,HP,HP 15-fc0025AU Laptop ,39990,,7th,4,8,8,DDR4,AMD Ryzen 3 7320U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
189,189,Lenovo,Lenovo V15 G3 82TTA00VIH Laptop ,38490,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
190,190,Asus,Asus Vivobook S14 S3402ZA-LY542WS Laptop ,69990,66.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,Intel Integrated Iris Xe, 1920 x 1200 ,No,14,Windows 11,1 Year Warranty
191,191,HP,HP Victus 15-fb0108AX Gaming Laptop ,67500,67.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB AMD Radeon RX 6500M Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
192,192,MSI,MSI Modern 14 C11M-030IN Laptop ,42990,,11th,4,8,8,DDR4,Intel Core i5 1155G7,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
193,193,MSI,MSI Modern 14 C7M-062IN Laptop ,45990,62.0,7th,6,12,16,DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
194,194,Asus,Asus Vivobook Pro 15 M6500QC-HN742WS Laptop ,75990,72.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
195,195,Asus,Asus Vivobook Go 15 2023 E1504FA-NJ323WS Laptop ,36990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
196,196,Acer,Acer Extensa EX215-23 NX.EH3SI.003 Laptop ,39990,,7th,4,8,8,LPDDR5,AMD Ryzen 5 7520U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
197,197,Samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop ,69990,,13th,10,12,8,LPDDR4x,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
198,198,Lenovo,Lenovo Legion 5 15ACH6 82JW00QMIN Gaming Laptop ,82990,74.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,4 GB NVIDIA GeForce GTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
199,199,Lenovo,Lenovo Yoga Slim 7 Pro 82NC00FSIN Laptop ,69990,62.0,11th,4,8,16,LPDDR4X,Intel Core i5 11320H,512.0,Intel Integrated Iris Xe, 2880 x 1800 ,No,14,Windows 11,3 Year Warranty
200,200,MSI,MSI Cyborg 15 A12VF-069IN Gaming Laptop ,131332,73.0,12th,10,16,16,DDR5,Intel Core i7 12650H,512.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
201,201,MSI,MSI Stealth GS77 12UHS-226IN Gaming Laptop ,300990,,12th,14,20,32,DDR5,Intel Core i9 12900H,2048.0,16 GB NVIDIA GeForce RTX 3080Ti, 3840 x 2160 ,No,17.3,Windows 11,2 Year Warranty
202,202,Acer,Acer Aspire 7 ‎A715-51G Gaming Laptop ,56990,68.0,12th,12,16,8,DDR4,Intel Core i5 1240P,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
203,203,Asus,Asus TUF Gaming A15 FA506IHRZ-HN113W Laptop ,60370,67.0,4th,6,12,16,DDR4,AMD Ryzen 5 4600H,512.0,4 GB NVIDIA GeForce GTX 1650 , 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
204,204,Samsung,Samsung Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop ,281990,82.0,13th,14,20,32,LPDDR5,Intel Core i9 13900H,1024.0,NVIDIA GeForce RTX 4070, 2880 x 1800 ,No,16,Windows 11,1 Year Warranty
205,205,Samsung,Samsung Galaxy Book 3 360 15 NP750QFG-KA2IN Laptop ,114990,70.0,13th,12,16,16,LPDDR4x,Intel Core i5 1340P,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
206,206,Samsung,Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop ,138990,74.0,13th,12,16,16,LPDDR4x,Intel Core i7 1360P,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
207,207,Samsung,Samsung Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop ,179990,81.0,13th,12,16,16,DDR5,Intel Core i7 1360P,1024.0,Intel Iris Xe Graphics, 2880 x 1800 ,Yes,16,Windows 11,1 Year Warranty
208,208,Asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop ,35990,,11th,2,4,8,DDR4,intel Core i3 1115G4,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
209,209,Asus,Asus VivoBook 15 X1500EA-EJ3381WS Laptop ,34999,,11th,2,4,8,DDR4,intel Core i3 1115G4,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
210,210,HP,HP 14s-dq2649TU Laptop ,39999,60.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
211,211,Apple,Apple MacBook Pro 16 inch Laptop ,248490,,2nd,12,,16,,Apple M2 Pro,1024.0,19-core GPU, 3456 x 2234 ,No,16.2,Mac,1 Year Warranty
212,212,Apple,Apple MacBook Pro 14 inch Laptop ,183990,,,10,,16,,,512.0,16-core GPU, 3024 x 1964 ,No,14.2,Mac,1 Year Warranty
213,213,Samsung,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop ,57990,,12th,10,12,8,LPDDR4,Intel Core i5 1235U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
214,214,Lenovo,Lenovo Yoga 9i 83B1002GIN Laptop ,174990,77.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,1024.0,Intel Iris Xe Integrated Graphics, 3840 x 2400 ,Yes,14,Windows 11,3 Year Warranty
215,215,HP,HP 15s- eq2212AU Laptop ,36990,,5th,4,8,8,DDR4,AMD Ryzen 3  5300U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
216,216,Infinix,Infinix INBook X2 Plus XL25 Laptop ,40990,,11th,4,8,16,LPDDR4X,Intel Core i5 1155G7,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
217,217,HP,HP Envy x360 13-bf0121TU  Laptop ,84990,71.0,12th,10,12,16,LPDDR4X,Intel Core i5 1230U,512.0,Intel Integrated Iris Xe, 1920 x 1200 ,Yes,13.4,Windows 11,1 Year Warranty
218,218,Dell,Dell Vostro 3420 Laptop ,54490,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
219,219,Dell,Dell Vostro 3420 Laptop ,41490,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
220,220,Asus,Asus Vivobook 15 X1502ZA-EJ381WS Laptop ,42890,,12th,10,12,8,DDR4,Intel Core i3 1220P,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
221,221,Lenovo,Lenovo E41-55 82FJ00B5IH Laptop ,17990,,3rd,2,2,4,DDR4,AMD Athlon  3050U,256.0,AMD Radeon AMD, 1366 x 768 ,No,14,DOS,1 Year Warranty
222,222,HP,HP Pavilion 14-dv2014TU Laptop ,66800,64.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
223,223,Lenovo,Lenovo Legion S7 82TF007LIN Gaming Laptop ,109990,83.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,4 GB NVIDIA GeForce RTX 3050 Ti, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
224,224,HP,HP Victus 15-fb0135AX Gaming Laptop ,63990,64.0,5th,6,12,8,DDR4,AMD Ryzen 5 5600H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
225,225,Infinix,Infinix INBook X2 Plus XL25 Laptop ,29990,,11th,2,4,8,LPDDR4X,Intel Core i3 1115G4,256.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
226,226,Infinix,Infinix INBook X2 Plus XL25 Laptop ,31990,,11th,2,4,8,LPDDR4X,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
227,227,Dell,Dell Inspiron 5420 Laptop ,71700,62.0,12th,12,16,16,DDR5,Intel Core i5 1240P,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
228,228,Lenovo,Lenovo IdeaPad Gaming 3 82S900HNIN Laptop ,74990,72.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
229,229,Jio,Jio JioBook NB2112QB Netbook ,15799,,,8,,2,LPDDR4X,,32.0,Adreno 610 , 1366 x 768 ,No,11.6,,1 Year Warranty
230,230,Asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop ,66990,73.0,12th,12,16,16,DDR4,Intel Core i5 1240P,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
231,231,HP,HP 14s-dr3001TU Laptop ,29999,,,4,4,8,DDR4,,256.0,Intel UHD Graphics, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
232,232,MSI,MSI Alpha 15 B5EEK-235IN Laptop ,74990,74.0,5th,8,16,8,DDR4,AMD Ryzen 7  5800H,512.0,8 GB AMD Radeon RX 6600M, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
233,233,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101B6IN Laptop ,51990,68.0,11th,4,8,8,DDR4,Intel Core i5 11320H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
234,234,Lenovo,Lenovo V15 82KDA01EIH Laptop ,32999,61.0,5th,4,8,8,DDR4,AMD Ryzen 3 5300U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
235,235,Dell,Dell Inspiron 5320 Laptop ,91690,64.0,12th,12,16,16,DDR5,Intel Core i7 1260P,512.0,Intel Integrated UHD, 1920 x 1080 ,No,13.3,Windows 11,1 Year Warranty
236,236,Acer,Acer Extensa 15 EX215-54 Laptop ,34440,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
237,237,Xiaomi,Xiaomi Notebook Pro 120G Laptop ,64999,68.0,12th,8,12,16,LPDDR5,Intel Core i5 12450H,512.0,Intel UHD Graphics, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
238,238,Acer,Acer Nitro 5 AN515-58 Gaming Laptop ,78990,71.0,12th,8,16,16,DDR4,Intel Core i5 12500H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
239,239,HP,HP Victus 15-fa0353TX Laptop ,88540,62.0,12th,10,16,16,DDR4,Intel Core i7 12650H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
240,240,Acer,Acer Extensa EX215-54 NX.EGJSI.00N Laptop ,42990,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
241,241,Lenovo,Lenovo Ideapad Slim 3i 81WQ00NXIN Laptop ,26989,,,2,2,8,DDR4,,256.0,Intel Integrated UHD, 1366 x 768 ,No,15.6,Windows 11,1 Year Warranty
242,242,Lenovo,Lenovo IdeaPad Slim 5 82SF008YIN Laptop ,66990,66.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
243,243,Asus,Asus Vivobook 15 2022 X1502ZA-EZ311WS Touch Laptop ,47990,,12th,10,12,8,DDR4,Intel Core i3 1220P,512.0,Intel Iris Xe, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
244,244,Asus,Asus VivoBook 15 X1500EA-EJ322WS Laptop ,35990,,11th,2,4,8,DDR4,intel Core i3 1115G4,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
245,245,HP,HP Pavilion 15s-fq5112TU Laptop ,59500,,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
246,246,HP,HP Victus 15-fa0070TX Laptop ,62890,70.0,12th,8,12,8,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
247,247,Dell,Dell Vostro 3425 Laptop ,48990,66.0,5th,6,12,8,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
248,248,Dell,Dell Inspiron 3525 Laptop ,39490,62.0,5th,4,8,8,DDR4,AMD Ryzen 3 5425U,512.0,AMD Radeon Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
249,249,HP,HP 14s-dy5005TU Laptop ,59990,,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
